lon,lat,frequency,risk
-80.15,22.25,0.00,0.00
-80.1,22.25,0.00,0.00
-80.05,22.25,0.00,0.00
-80,22.25,0.00,0.00
-79.95,22.25,0.00,0.00
-79.9,22.25,0.00,0.00
-79.85,22.25,0.00,0.00
-79.8,22.25,0.00,0.00
-79.75,22.25,0.00,0.00
-79.7,22.25,0.00,0.00
-79.65,22.25,0.00,0.00
-79.6,22.25,0.00,0.00
-79.55,22.25,0.00,0.00
-79.5,22.25,0.00,0.00
-79.3,22.25,0.00,0.00
-79.25,22.25,0.00,0.00
-79.2,22.25,0.00,0.00
-79.15,22.25,0.00,0.00
-79.1,22.25,0.00,0.00
-79.05,22.25,0.00,0.00
-79,22.25,0.00,0.00
-78.95,22.25,0.00,0.00
-78.9,22.25,0.00,0.00
-77.95,22.25,0.00,0.00
-77.9,22.25,0.00,0.00
-74.2,22.25,0.00,0.00
-83.8,22.3,1.00,0.00
-84.2,22.3,0.88,0.00
-80.45,22.3,0.88,0.00
-83.85,22.3,0.63,0.63
-84.15,22.3,0.50,0.50
-84,22.3,0.38,0.38
-83.95,22.3,0.38,0.38
-81.9,22.3,0.38,0.00
-81.75,22.3,0.38,0.00
-83.5,22.3,0.25,0.50
-83.45,22.3,0.25,0.50
-83.4,22.3,0.25,0.00
-83.35,22.3,0.25,0.00
-80.6,22.3,0.25,0.50
-84.35,22.3,0.13,0.00
-84.3,22.3,0.13,0.00
-84.25,22.3,0.13,0.00
-84.1,22.3,0.13,0.13
-84.05,22.3,0.13,0.13
-83.9,22.3,0.13,0.13
-83.7,22.3,0.13,0.13
-83.65,22.3,0.13,0.13
-83.6,22.3,0.13,0.13
-83.55,22.3,0.13,0.25
-83.3,22.3,0.13,0.00
-81.85,22.3,0.13,0.00
-81.8,22.3,0.13,0.00
-81.7,22.3,0.13,0.00
-81.65,22.3,0.13,0.00
-81.6,22.3,0.13,0.00
-81.55,22.3,0.13,0.00
-81.5,22.3,0.13,0.00
-81.45,22.3,0.13,0.00
-81.4,22.3,0.13,0.00
-81.35,22.3,0.13,0.00
-81.3,22.3,0.13,0.00
-81.25,22.3,0.13,0.00
-81.2,22.3,0.13,0.00
-81.15,22.3,0.13,0.00
-81.1,22.3,0.13,0.00
-80.8,22.3,0.13,0.00
-80.75,22.3,0.13,0.00
-79.35,22.3,0.13,0.13
-78.95,22.3,0.13,0.00
-78.9,22.3,0.13,0.00
-78.85,22.3,0.13,0.00
-78.8,22.3,0.13,0.00
-78.75,22.3,0.13,0.00
-78.7,22.3,0.13,0.00
-83.75,22.3,0.00,0.00
-81.05,22.3,0.00,0.00
-81,22.3,0.00,0.00
-80.95,22.3,0.00,0.00
-80.9,22.3,0.00,0.00
-80.85,22.3,0.00,0.00
-80.7,22.3,0.00,0.00
-80.65,22.3,0.00,0.00
-80.55,22.3,0.00,0.00
-80.5,22.3,0.00,0.00
-80.4,22.3,0.00,0.00
-80.35,22.3,0.00,0.00
-80.3,22.3,0.00,0.00
-80.25,22.3,0.00,0.00
-80.2,22.3,0.00,0.00
-80.15,22.3,0.00,0.00
-80.1,22.3,0.00,0.00
-80.05,22.3,0.00,0.00
-80,22.3,0.00,0.00
-79.95,22.3,0.00,0.00
-79.9,22.3,0.00,0.00
-79.85,22.3,0.00,0.00
-79.8,22.3,0.00,0.00
-79.75,22.3,0.00,0.00
-79.7,22.3,0.00,0.00
-79.65,22.3,0.00,0.00
-79.6,22.3,0.00,0.00
-79.55,22.3,0.00,0.00
-79.5,22.3,0.00,0.00
-79.45,22.3,0.00,0.00
-79.4,22.3,0.00,0.00
-79.3,22.3,0.00,0.00
-79.25,22.3,0.00,0.00
-79.2,22.3,0.00,0.00
-79.15,22.3,0.00,0.00
-79.1,22.3,0.00,0.00
-79.05,22.3,0.00,0.00
-79,22.3,0.00,0.00
-78.65,22.3,0.00,0.00
-78.6,22.3,0.00,0.00
-78.55,22.3,0.00,0.00
-78.5,22.3,0.00,0.00
-78,22.3,0.00,0.00
-77.95,22.3,0.00,0.00
-74.15,22.3,0.00,0.00
-83.65,22.35,1.00,1.00
-84.2,22.35,0.88,0.00
-84.1,22.35,0.75,0.00
-84.05,22.35,0.75,0.00
-84.35,22.35,0.38,0.00
-84.15,22.35,0.38,0.38
-84,22.35,0.38,0.38
-83.95,22.35,0.38,0.38
-83.75,22.35,0.38,0.38
-81.8,22.35,0.38,0.00
-83.9,22.35,0.25,0.25
-83.8,22.35,0.25,0.25
-83.55,22.35,0.25,0.00
-83.5,22.35,0.25,0.00
-83.45,22.35,0.25,0.00
-83.35,22.35,0.25,0.50
-80,22.35,0.25,0.50
-79.85,22.35,0.25,0.25
-78.15,22.35,0.25,0.00
-78.1,22.35,0.25,0.00
-84.3,22.35,0.13,0.00
-84.25,22.35,0.13,0.13
-83.85,22.35,0.13,0.13
-83.7,22.35,0.13,0.13
-83.6,22.35,0.13,0.13
-83.4,22.35,0.13,0.00
-83.3,22.35,0.13,0.25
-82,22.35,0.13,0.00
-81.95,22.35,0.13,0.00
-81.9,22.35,0.13,0.00
-81.85,22.35,0.13,0.00
-81.75,22.35,0.13,0.00
-81.7,22.35,0.13,0.00
-81.65,22.35,0.13,0.00
-81.6,22.35,0.13,0.00
-81.55,22.35,0.13,0.00
-81.5,22.35,0.13,0.00
-81.45,22.35,0.13,0.00
-81.4,22.35,0.13,0.00
-81.35,22.35,0.13,0.00
-81.3,22.35,0.13,0.00
-81.25,22.35,0.13,0.00
-81.2,22.35,0.13,0.00
-81.15,22.35,0.13,0.00
-80.95,22.35,0.13,0.25
-80.85,22.35,0.13,0.25
-80.8,22.35,0.13,0.00
-80.75,22.35,0.13,0.00
-80.7,22.35,0.13,0.00
-80.65,22.35,0.13,0.00
-80.6,22.35,0.13,0.00
-80.4,22.35,0.13,0.13
-80.1,22.35,0.13,0.13
-79.25,22.35,0.13,0.13
-78.65,22.35,0.13,0.00
-81.1,22.35,0.00,0.00
-81.05,22.35,0.00,0.00
-81,22.35,0.00,0.00
-80.9,22.35,0.00,0.00
-80.55,22.35,0.00,0.00
-80.5,22.35,0.00,0.00
-80.45,22.35,0.00,0.00
-80.35,22.35,0.00,0.00
-80.3,22.35,0.00,0.00
-80.25,22.35,0.00,0.00
-80.2,22.35,0.00,0.00
-80.15,22.35,0.00,0.00
-80.05,22.35,0.00,0.00
-79.95,22.35,0.00,0.00
-79.9,22.35,0.00,0.00
-79.8,22.35,0.00,0.00
-79.75,22.35,0.00,0.00
-79.7,22.35,0.00,0.00
-79.65,22.35,0.00,0.00
-79.6,22.35,0.00,0.00
-79.55,22.35,0.00,0.00
-79.5,22.35,0.00,0.00
-79.45,22.35,0.00,0.00
-79.4,22.35,0.00,0.00
-79.35,22.35,0.00,0.00
-79.3,22.35,0.00,0.00
-79.2,22.35,0.00,0.00
-79.15,22.35,0.00,0.00
-79.1,22.35,0.00,0.00
-79.05,22.35,0.00,0.00
-79,22.35,0.00,0.00
-78.95,22.35,0.00,0.00
-78.9,22.35,0.00,0.00
-78.85,22.35,0.00,0.00
-78.8,22.35,0.00,0.00
-78.75,22.35,0.00,0.00
-78.6,22.35,0.00,0.00
-78.05,22.35,0.00,0.00
-74.1,22.35,0.00,0.00
-74.05,22.35,0.00,0.00
-83.65,22.4,1.00,0.00
-84.25,22.4,0.88,0.00
-84.2,22.4,0.88,0.00
-84.15,22.4,0.88,0.00
-84.3,22.4,0.75,0.75
-84.05,22.4,0.75,0.75
-79.8,22.4,0.75,0.00
-83.5,22.4,0.50,0.50
-83.45,22.4,0.50,1.00
-83.35,22.4,0.50,1.00
-83.15,22.4,0.50,1.00
-73.1,22.4,0.50,0.00
-73.05,22.4,0.50,0.00
-84.1,22.4,0.38,0.38
-84,22.4,0.38,0.38
-83.95,22.4,0.38,0.38
-83.6,22.4,0.38,0.38
-83.55,22.4,0.38,0.00
-83.4,22.4,0.38,0.75
-83.3,22.4,0.38,0.75
-83.85,22.4,0.25,0.25
-83.8,22.4,0.25,0.25
-83.2,22.4,0.25,0.50
-80.05,22.4,0.25,0.50
-80,22.4,0.25,0.50
-79.95,22.4,0.25,0.50
-79.9,22.4,0.25,0.50
-79.85,22.4,0.25,0.50
-78.25,22.4,0.25,0.00
-83.9,22.4,0.13,0.13
-83.75,22.4,0.13,0.25
-83.7,22.4,0.13,0.13
-83.25,22.4,0.13,0.25
-82.1,22.4,0.13,0.00
-82.05,22.4,0.13,0.00
-82,22.4,0.13,0.00
-81.95,22.4,0.13,0.00
-81.9,22.4,0.13,0.00
-81.85,22.4,0.13,0.00
-81.8,22.4,0.13,0.00
-81.75,22.4,0.13,0.00
-81.7,22.4,0.13,0.00
-81.65,22.4,0.13,0.00
-81.6,22.4,0.13,0.00
-81.55,22.4,0.13,0.00
-81.5,22.4,0.13,0.00
-81.45,22.4,0.13,0.00
-81.4,22.4,0.13,0.00
-81.35,22.4,0.13,0.00
-81.3,22.4,0.13,0.00
-81.25,22.4,0.13,0.00
-81.2,22.4,0.13,0.00
-81.15,22.4,0.13,0.00
-80.95,22.4,0.13,0.25
-80.9,22.4,0.13,0.25
-80.85,22.4,0.13,0.00
-80.8,22.4,0.13,0.00
-80.75,22.4,0.13,0.25
-80.7,22.4,0.13,0.00
-80.65,22.4,0.13,0.00
-80.6,22.4,0.13,0.25
-80.55,22.4,0.13,0.13
-80.5,22.4,0.13,0.13
-80.1,22.4,0.13,0.25
-79.7,22.4,0.13,0.13
-79.65,22.4,0.13,0.13
-79.6,22.4,0.13,0.25
-79.55,22.4,0.13,0.25
-79.5,22.4,0.13,0.25
-79.45,22.4,0.13,0.13
-79.35,22.4,0.13,0.25
-79.3,22.4,0.13,0.13
-79.25,22.4,0.13,0.00
-79.2,22.4,0.13,0.00
-78.8,22.4,0.13,0.00
-78.75,22.4,0.13,0.00
-78.1,22.4,0.13,0.00
-74.05,22.4,0.13,0.25
-81.1,22.4,0.00,0.00
-81.05,22.4,0.00,0.00
-81,22.4,0.00,0.00
-80.45,22.4,0.00,0.00
-80.4,22.4,0.00,0.00
-80.35,22.4,0.00,0.00
-80.3,22.4,0.00,0.00
-80.25,22.4,0.00,0.00
-80.2,22.4,0.00,0.00
-80.15,22.4,0.00,0.00
-79.75,22.4,0.00,0.00
-79.4,22.4,0.00,0.00
-79.15,22.4,0.00,0.00
-79.1,22.4,0.00,0.00
-79.05,22.4,0.00,0.00
-79,22.4,0.00,0.00
-78.95,22.4,0.00,0.00
-78.9,22.4,0.00,0.00
-78.85,22.4,0.00,0.00
-78.2,22.4,0.00,0.00
-78.15,22.4,0.00,0.00
-74,22.4,0.00,0.00
-73.95,22.4,0.00,0.00
-73,22.4,0.00,0.00
-73,22.45,1.00,2.00
-84.2,22.45,0.88,0.00
-84.15,22.45,0.88,0.00
-83.85,22.45,0.88,0.00
-73.1,22.45,0.88,0.00
-83.95,22.45,0.75,0.00
-83.9,22.45,0.75,0.00
-84.1,22.45,0.63,0.00
-83.7,22.45,0.63,0.63
-83.65,22.45,0.63,0.63
-84.3,22.45,0.38,0.00
-84.05,22.45,0.38,0.38
-84,22.45,0.38,0.38
-83.2,22.45,0.38,0.00
-83.15,22.45,0.25,0.50
-83.1,22.45,0.25,0.50
-80.4,22.45,0.25,0.00
-80.05,22.45,0.25,0.25
-80,22.45,0.25,0.25
-79.95,22.45,0.25,0.50
-79.9,22.45,0.25,0.50
-79.85,22.45,0.25,0.50
-79.8,22.45,0.25,0.25
-78.2,22.45,0.25,0.00
-78.15,22.45,0.25,0.00
-84.25,22.45,0.13,0.13
-83.6,22.45,0.13,0.13
-83.55,22.45,0.13,0.13
-83.5,22.45,0.13,0.13
-83.45,22.45,0.13,0.25
-83.4,22.45,0.13,0.00
-83.35,22.45,0.13,0.00
-83.3,22.45,0.13,0.00
-83.25,22.45,0.13,0.00
-82.1,22.45,0.13,0.00
-82.05,22.45,0.13,0.00
-82,22.45,0.13,0.00
-81.95,22.45,0.13,0.00
-81.9,22.45,0.13,0.00
-81.85,22.45,0.13,0.00
-81.8,22.45,0.13,0.00
-81.75,22.45,0.13,0.00
-81.7,22.45,0.13,0.00
-81.65,22.45,0.13,0.00
-81.6,22.45,0.13,0.00
-81.55,22.45,0.13,0.00
-81.5,22.45,0.13,0.00
-81.45,22.45,0.13,0.00
-81.4,22.45,0.13,0.00
-81.35,22.45,0.13,0.00
-81.25,22.45,0.13,0.13
-81.2,22.45,0.13,0.00
-81.1,22.45,0.13,0.25
-81.05,22.45,0.13,0.25
-81,22.45,0.13,0.25
-80.95,22.45,0.13,0.00
-80.9,22.45,0.13,0.00
-80.85,22.45,0.13,0.00
-80.8,22.45,0.13,0.00
-80.6,22.45,0.13,0.25
-80.55,22.45,0.13,0.00
-80.5,22.45,0.13,0.00
-79.75,22.45,0.13,0.13
-79.7,22.45,0.13,0.13
-79.65,22.45,0.13,0.13
-79.6,22.45,0.13,0.13
-79.55,22.45,0.13,0.25
-79.5,22.45,0.13,0.25
-79.45,22.45,0.13,0.25
-79.35,22.45,0.13,0.25
-73.05,22.45,0.13,0.25
-83.8,22.45,0.00,0.00
-83.75,22.45,0.00,0.00
-81.3,22.45,0.00,0.00
-81.15,22.45,0.00,0.00
-80.75,22.45,0.00,0.00
-80.7,22.45,0.00,0.00
-80.65,22.45,0.00,0.00
-80.45,22.45,0.00,0.00
-80.35,22.45,0.00,0.00
-80.3,22.45,0.00,0.00
-80.25,22.45,0.00,0.00
-80.2,22.45,0.00,0.00
-80.15,22.45,0.00,0.00
-80.1,22.45,0.00,0.00
-79.4,22.45,0.00,0.00
-78.25,22.45,0.00,0.00
-73.95,22.45,0.00,0.00
-84.25,22.5,0.88,0.00
-84.2,22.5,0.88,0.00
-84.15,22.5,0.88,0.00
-83.95,22.5,0.75,0.00
-83.75,22.5,0.75,0.00
-83.65,22.5,0.63,0.63
-83.7,22.5,0.50,0.50
-84.1,22.5,0.38,0.00
-84.05,22.5,0.38,0.38
-83.15,22.5,0.38,0.00
-83.1,22.5,0.38,0.00
-84,22.5,0.25,0.25
-83.9,22.5,0.25,0.00
-80.1,22.5,0.25,0.25
-80.05,22.5,0.25,0.25
-79.95,22.5,0.25,0.50
-79.9,22.5,0.25,0.50
-79.85,22.5,0.25,0.50
-79.8,22.5,0.25,0.50
-79.75,22.5,0.25,0.50
-78.55,22.5,0.25,0.00
-78.5,22.5,0.25,0.00
-83.85,22.5,0.13,0.13
-83.6,22.5,0.13,0.13
-83.55,22.5,0.13,0.13
-83.4,22.5,0.13,0.00
-83.35,22.5,0.13,0.00
-83.3,22.5,0.13,0.00
-83.2,22.5,0.13,0.00
-81.65,22.5,0.13,0.00
-81.6,22.5,0.13,0.00
-81.55,22.5,0.13,0.00
-81.5,22.5,0.13,0.00
-81.45,22.5,0.13,0.00
-81.4,22.5,0.13,0.00
-81.35,22.5,0.13,0.00
-81.25,22.5,0.13,0.00
-81.2,22.5,0.13,0.00
-81.1,22.5,0.13,0.25
-81.05,22.5,0.13,0.00
-81,22.5,0.13,0.00
-80.95,22.5,0.13,0.25
-80.9,22.5,0.13,0.00
-80.85,22.5,0.13,0.00
-80.8,22.5,0.13,0.00
-80.75,22.5,0.13,0.00
-80.6,22.5,0.13,0.13
-80.55,22.5,0.13,0.00
-80.5,22.5,0.13,0.00
-80,22.5,0.13,0.13
-79.7,22.5,0.13,0.13
-79.65,22.5,0.13,0.13
-79.6,22.5,0.13,0.13
-79.55,22.5,0.13,0.25
-79.5,22.5,0.13,0.25
-79.45,22.5,0.13,0.25
-78.4,22.5,0.13,0.00
-78.35,22.5,0.13,0.00
-78.3,22.5,0.13,0.00
-83.8,22.5,0.00,0.00
-83.5,22.5,0.00,0.00
-83.45,22.5,0.00,0.00
-83.25,22.5,0.00,0.00
-81.3,22.5,0.00,0.00
-81.15,22.5,0.00,0.00
-80.7,22.5,0.00,0.00
-80.65,22.5,0.00,0.00
-80.45,22.5,0.00,0.00
-80.4,22.5,0.00,0.00
-80.35,22.5,0.00,0.00
-80.3,22.5,0.00,0.00
-80.25,22.5,0.00,0.00
-80.2,22.5,0.00,0.00
-80.15,22.5,0.00,0.00
-79.4,22.5,0.00,0.00
-78.45,22.5,0.00,0.00
-73.85,22.55,1.00,2.00
-84.15,22.55,0.88,0.88
-84.1,22.55,0.88,0.88
-84.05,22.55,0.88,0.88
-83.7,22.55,0.88,0.00
-83.95,22.55,0.75,0.00
-83.9,22.55,0.75,0.00
-83.65,22.55,0.63,0.63
-84,22.55,0.38,0.38
-83.5,22.55,0.38,0.38
-83.15,22.55,0.38,0.00
-83.1,22.55,0.38,0.75
-83.05,22.55,0.38,0.75
-80.75,22.55,0.38,0.00
-80,22.55,0.38,0.38
-79.95,22.55,0.38,0.38
-79.85,22.55,0.38,0.38
-78.65,22.55,0.38,1.13
-83.4,22.55,0.25,0.25
-83.25,22.55,0.25,0.00
-83.2,22.55,0.25,0.00
-83,22.55,0.25,0.50
-81.6,22.55,0.25,0.00
-81.55,22.55,0.25,0.25
-81.45,22.55,0.25,0.25
-81.4,22.55,0.25,0.25
-81.35,22.55,0.25,0.00
-81.05,22.55,0.25,0.25
-81,22.55,0.25,0.25
-80.95,22.55,0.25,0.50
-80.9,22.55,0.25,0.00
-80.7,22.55,0.25,0.00
-80.65,22.55,0.25,0.00
-80.6,22.55,0.25,0.50
-80.55,22.55,0.25,0.50
-80.5,22.55,0.25,0.50
-80.45,22.55,0.25,0.50
-80.4,22.55,0.25,0.50
-80.35,22.55,0.25,0.25
-80.3,22.55,0.25,0.25
-80.25,22.55,0.25,0.25
-80.2,22.55,0.25,0.25
-80.15,22.55,0.25,0.25
-80.1,22.55,0.25,0.25
-80.05,22.55,0.25,0.25
-79.9,22.55,0.25,0.25
-79.8,22.55,0.25,0.25
-79.75,22.55,0.25,0.25
-78.95,22.55,0.25,0.75
-83.6,22.55,0.13,0.13
-83.55,22.55,0.13,0.13
-83.45,22.55,0.13,0.13
-83.35,22.55,0.13,0.25
-80.8,22.55,0.13,0.00
-79.7,22.55,0.13,0.13
-79.5,22.55,0.13,0.25
-79.45,22.55,0.13,0.25
-83.85,22.55,0.00,0.00
-83.8,22.55,0.00,0.00
-83.75,22.55,0.00,0.00
-83.3,22.55,0.00,0.00
-81.5,22.55,0.00,0.00
-81.3,22.55,0.00,0.00
-81.25,22.55,0.00,0.00
-81.2,22.55,0.00,0.00
-81.15,22.55,0.00,0.00
-81.1,22.55,0.00,0.00
-80.85,22.55,0.00,0.00
-79.65,22.55,0.00,0.00
-79.6,22.55,0.00,0.00
-79.55,22.55,0.00,0.00
-78.6,22.55,0.00,0.00
-78.55,22.55,0.00,0.00
-78.5,22.55,0.00,0.00
-78.45,22.55,0.00,0.00
-78.4,22.55,0.00,0.00
-78.35,22.55,0.00,0.00
-84.1,22.6,0.88,0.00
-84.05,22.6,0.88,0.00
-83.9,22.6,0.88,0.00
-83.65,22.6,0.88,0.00
-83.55,22.6,0.88,0.88
-83.85,22.6,0.75,0.00
-83.8,22.6,0.75,0.00
-74.35,22.6,0.63,0.00
-83.6,22.6,0.50,0.50
-73.85,22.6,0.50,0.00
-84.15,22.6,0.38,0.38
-83.25,22.6,0.38,0.38
-83,22.6,0.38,0.75
-82.95,22.6,0.38,0.75
-82.9,22.6,0.38,0.75
-82.5,22.6,0.38,0.75
-80.75,22.6,0.38,0.00
-83.75,22.6,0.25,0.25
-83.5,22.6,0.25,0.25
-83.2,22.6,0.25,0.50
-83.15,22.6,0.25,0.50
-83.1,22.6,0.25,0.50
-83.05,22.6,0.25,0.50
-81.6,22.6,0.25,0.50
-81.55,22.6,0.25,0.50
-81.5,22.6,0.25,0.00
-81.45,22.6,0.25,0.25
-81.4,22.6,0.25,0.25
-81.3,22.6,0.25,0.00
-81.15,22.6,0.25,0.00
-81.1,22.6,0.25,0.25
-81.05,22.6,0.25,0.00
-81,22.6,0.25,0.00
-80.95,22.6,0.25,0.25
-80.9,22.6,0.25,0.50
-80.85,22.6,0.25,0.00
-80.7,22.6,0.25,0.00
-80.65,22.6,0.25,0.00
-80.6,22.6,0.25,0.25
-80.55,22.6,0.25,0.50
-80.5,22.6,0.25,0.50
-80.45,22.6,0.25,0.25
-80.4,22.6,0.25,0.00
-80.35,22.6,0.25,0.25
-80.3,22.6,0.25,0.25
-80.25,22.6,0.25,0.25
-80.2,22.6,0.25,0.25
-80.15,22.6,0.25,0.25
-80.1,22.6,0.25,0.25
-80.05,22.6,0.25,0.25
-80,22.6,0.25,0.25
-79.85,22.6,0.25,0.25
-79.8,22.6,0.25,0.25
-79.75,22.6,0.25,0.25
-84,22.6,0.13,0.13
-83.45,22.6,0.13,0.13
-83.4,22.6,0.13,0.25
-83.35,22.6,0.13,0.00
-83.3,22.6,0.13,0.25
-83.95,22.6,0.00,0.00
-83.7,22.6,0.00,0.00
-81.35,22.6,0.00,0.00
-81.25,22.6,0.00,0.00
-81.2,22.6,0.00,0.00
-80.8,22.6,0.00,0.00
-79.95,22.6,0.00,0.00
-79.9,22.6,0.00,0.00
-79.7,22.6,0.00,0.00
-79.65,22.6,0.00,0.00
-79.6,22.6,0.00,0.00
-79.55,22.6,0.00,0.00
-84.05,22.65,0.88,0.00
-83.35,22.65,0.88,0.00
-83.3,22.65,0.88,0.00
-73.85,22.65,0.88,1.75
-83.9,22.65,0.75,0.00
-83.8,22.65,0.75,0.00
-83.75,22.65,0.75,0.00
-84,22.65,0.63,0.00
-83.45,22.65,0.63,0.00
-83.65,22.65,0.50,0.50
-83,22.65,0.50,0.00
-74,22.65,0.50,0.00
-73.95,22.65,0.50,0.00
-84.1,22.65,0.38,0.00
-83.6,22.65,0.38,0.38
-83.5,22.65,0.38,0.00
-83.25,22.65,0.38,0.75
-83.2,22.65,0.38,0.75
-83.15,22.65,0.38,0.75
-83.1,22.65,0.38,0.75
-83.05,22.65,0.38,0.75
-82.95,22.65,0.38,0.75
-82.85,22.65,0.38,0.75
-82.8,22.65,0.38,0.75
-82.5,22.65,0.38,0.75
-80.75,22.65,0.38,0.00
-79.3,22.65,0.38,0.00
-83.95,22.65,0.25,0.25
-83.55,22.65,0.25,0.25
-82.9,22.65,0.25,0.50
-81.7,22.65,0.25,0.50
-81.65,22.65,0.25,0.50
-81.6,22.65,0.25,0.50
-81.55,22.65,0.25,0.50
-81.5,22.65,0.25,0.00
-81.45,22.65,0.25,0.25
-81.4,22.65,0.25,0.25
-81.35,22.65,0.25,0.00
-81.3,22.65,0.25,0.25
-81.25,22.65,0.25,0.25
-81.2,22.65,0.25,0.25
-81.15,22.65,0.25,0.25
-81.1,22.65,0.25,0.25
-81.05,22.65,0.25,0.00
-81,22.65,0.25,0.00
-80.95,22.65,0.25,0.25
-80.9,22.65,0.25,0.00
-80.85,22.65,0.25,0.00
-80.8,22.65,0.25,0.00
-80.7,22.65,0.25,0.00
-80.65,22.65,0.25,0.00
-80.6,22.65,0.25,0.00
-80.55,22.65,0.25,0.50
