lon,lat,RR
-92.2608,14.55,0.3
-92.2108,14.5,0.3
-92.2108,14.55,0.2
-92.2108,14.6,0.3
-92.2108,14.65,0
-92.2108,14.8,0.7
-92.2108,14.85,0.2
-92.2108,15.3,0
-92.2108,15.35,0
-92.2108,15.4,0
-92.1608,14.45,0.5
-92.1608,14.5,0.1
-92.1608,14.55,0
-92.1608,14.6,0
-92.1608,14.65,0
-92.1608,14.7,0
-92.1608,14.75,0.6
-92.1608,14.8,0.3
-92.1608,14.85,0
-92.1608,14.9,0
-92.1608,14.95,0
-92.1608,15,0
-92.1608,15.05,0
-92.1608,15.2,0
-92.1608,15.25,0
-92.1608,15.3,0
-92.1608,15.35,0
-92.1608,15.4,0
-92.1608,15.45,0
-92.1608,15.5,0
-92.1108,14.45,0.4
-92.1108,14.5,0
-92.1108,14.55,0
-92.1108,14.6,0
-92.1108,14.65,0
-92.1108,14.7,0
-92.1108,14.75,0.5
-92.1108,14.8,0
-92.1108,14.85,0
-92.1108,14.9,0
-92.1108,14.95,0
-92.1108,15,0
-92.1108,15.05,0
-92.1108,15.1,0.4
-92.1108,15.15,0
-92.1108,15.2,0
-92.1108,15.25,0
-92.1108,15.3,0
-92.1108,15.35,0
-92.1108,15.4,0.7
-92.1108,15.45,0
-92.1108,15.5,0.4
-92.1108,15.55,0
-92.0608,14.4,0.1
-92.0608,14.45,0.1
-92.0608,14.5,0
-92.0608,14.55,0
-92.0608,14.6,0
-92.0608,14.65,0
-92.0608,14.7,0
-92.0608,14.75,0.4
-92.0608,14.8,0
-92.0608,14.85,0
-92.0608,14.9,0
-92.0608,14.95,0
-92.0608,15,0
-92.0608,15.05,0.1
-92.0608,15.1,0
-92.0608,15.15,0.2
-92.0608,15.2,0
-92.0608,15.25,0
-92.0608,15.3,0
-92.0608,15.35,0
-92.0608,15.4,0
-92.0608,15.45,1
-92.0608,15.5,1
-92.0608,15.55,0
-92.0608,15.6,0
-92.0608,15.65,0
-92.0108,14.35,0
-92.0108,14.4,0
-92.0108,14.45,0
-92.0108,14.5,0
-92.0108,14.55,0
-92.0108,14.6,0
-92.0108,14.65,0.7
-92.0108,14.7,0.5
-92.0108,14.75,0.2
-92.0108,14.8,0
-92.0108,14.85,0
-92.0108,14.9,0
-92.0108,14.95,0
-92.0108,15,0.6
-92.0108,15.05,0.8
-92.0108,15.1,0.4
-92.0108,15.15,0
-92.0108,15.2,0
-92.0108,15.25,0
-92.0108,15.3,0
-92.0108,15.35,0.2
-92.0108,15.4,0.8
-92.0108,15.45,0.7
-92.0108,15.5,0.2
-92.0108,15.55,0.2
-92.0108,15.6,0.1
-92.0108,15.65,0.2
-92.0108,15.7,0.3
-91.9608,14.3,0
-91.9608,14.35,0
-91.9608,14.4,0
-91.9608,14.45,0
-91.9608,14.5,0
-91.9608,14.55,0.5
-91.9608,14.6,0.5
-91.9608,14.65,0.5
-91.9608,14.7,0.4
-91.9608,14.75,0.2
-91.9608,14.8,0
-91.9608,14.85,0
-91.9608,14.9,0
-91.9608,14.95,0.1
-91.9608,15,0
-91.9608,15.05,0
-91.9608,15.1,0
-91.9608,15.15,0
-91.9608,15.2,0
-91.9608,15.25,0
-91.9608,15.3,0
-91.9608,15.35,0
-91.9608,15.4,0
-91.9608,15.45,1
-91.9608,15.5,0
-91.9608,15.55,0.2
-91.9608,15.6,0.2
-91.9608,15.65,0.1
-91.9608,15.7,0.1
-91.9608,15.75,0.4
-91.9608,15.8,0.3
-91.9108,14.3,0
-91.9108,14.35,0
-91.9108,14.4,0
-91.9108,14.45,0
-91.9108,14.5,0
-91.9108,14.55,0.5
-91.9108,14.6,0.5
-91.9108,14.65,0.5
-91.9108,14.7,0.4
-91.9108,14.75,0.3
-91.9108,14.8,0.1
-91.9108,14.85,0.3
-91.9108,14.9,0
-91.9108,14.95,0
-91.9108,15,0
-91.9108,15.05,0
-91.9108,15.1,0
-91.9108,15.15,0
-91.9108,15.2,0
-91.9108,15.25,0
-91.9108,15.3,0
-91.9108,15.35,0
-91.9108,15.4,0.5
-91.9108,15.45,0.8
-91.9108,15.5,0.1
-91.9108,15.55,0.1
-91.9108,15.6,0.2
-91.9108,15.65,0.9
-91.9108,15.7,0.1
-91.9108,15.75,0.2
-91.9108,15.8,0.3
-91.9108,15.85,0.4
-91.9108,15.9,0.3
-91.8608,14.25,0
-91.8608,14.3,0
-91.8608,14.35,0
-91.8608,14.4,0
-91.8608,14.45,0
-91.8608,14.5,0.5
-91.8608,14.55,0.3
-91.8608,14.6,0.3
-91.8608,14.65,0.2
-91.8608,14.7,0.2
-91.8608,14.75,0.2
-91.8608,14.8,0.2
-91.8608,14.85,0.8
-91.8608,14.9,0
-91.8608,14.95,0
-91.8608,15,0
-91.8608,15.05,0
-91.8608,15.1,0
-91.8608,15.15,0
-91.8608,15.2,0
-91.8608,15.25,0.1
-91.8608,15.3,0
-91.8608,15.35,0
-91.8608,15.4,0.3
-91.8608,15.45,0.3
-91.8608,15.5,0.1
-91.8608,15.55,0
-91.8608,15.6,0.1
-91.8608,15.65,0.1
-91.8608,15.7,0.1
-91.8608,15.75,0.2
-91.8608,15.8,0.1
-91.8608,15.85,0.3
-91.8608,15.9,0.2
-91.8608,15.95,0.1
-91.8608,16,0.3
-91.8108,14.2,0
-91.8108,14.25,0
-91.8108,14.3,0
-91.8108,14.35,0
-91.8108,14.4,0
-91.8108,14.45,0
-91.8108,14.5,0.5
-91.8108,14.55,0.2
-91.8108,14.6,0.2
-91.8108,14.65,0.1
-91.8108,14.7,0.2
-91.8108,14.75,0.2
-91.8108,14.8,0.5
-91.8108,14.85,0.9
-91.8108,14.9,1
-91.8108,14.95,0
-91.8108,15,0
-91.8108,15.05,0
-91.8108,15.1,0
-91.8108,15.15,0
-91.8108,15.2,0
-91.8108,15.25,0
-91.8108,15.3,0
-91.8108,15.35,0
-91.8108,15.4,0.1
-91.8108,15.45,0.6
-91.8108,15.5,0.4
-91.8108,15.55,0.1
-91.8108,15.6,0.3
-91.8108,15.65,0
-91.8108,15.7,0
-91.8108,15.75,0.3
-91.8108,15.8,0.2
-91.8108,15.85,0.2
-91.8108,15.9,0.1
-91.8108,15.95,0.1
-91.8108,16,0
-91.8108,16.05,0.1
-91.7608,14.15,0
-91.7608,14.2,0
-91.7608,14.25,0
-91.7608,14.3,0
-91.7608,14.35,0
-91.7608,14.4,0
-91.7608,14.45,0
-91.7608,14.5,0.6
-91.7608,14.55,0.2
-91.7608,14.6,0
-91.7608,14.65,0
-91.7608,14.7,0
-91.7608,14.75,0.2
-91.7608,14.8,0.4
-91.7608,14.85,0
-91.7608,14.9,0
-91.7608,14.95,0
-91.7608,15,0
-91.7608,15.05,0
-91.7608,15.1,0
-91.7608,15.15,0
-91.7608,15.2,0
-91.7608,15.25,0
-91.7608,15.3,0
-91.7608,15.35,0
-91.7608,15.4,1
-91.7608,15.45,0.9
-91.7608,15.5,0
-91.7608,15.55,0.2
-91.7608,15.6,0.2
-91.7608,15.65,0
-91.7608,15.7,0
-91.7608,15.75,0.4
-91.7608,15.8,0.7
-91.7608,15.85,0.1
-91.7608,15.9,0
-91.7608,15.95,0.1
-91.7608,16,0.1
-91.7608,16.05,0.2
-91.7608,16.1,0.3
-91.7608,16.15,0.3
-91.7108,14.15,0
-91.7108,14.2,0
-91.7108,14.25,0
-91.7108,14.3,0
-91.7108,14.35,0
-91.7108,14.4,0
-91.7108,14.45,0
-91.7108,14.5,0
-91.7108,14.55,0.5
-91.7108,14.6,0
-91.7108,14.65,0
-91.7108,14.7,0.1
-91.7108,14.75,0.3
-91.7108,14.8,0
-91.7108,14.85,0
-91.7108,14.9,0
-91.7108,14.95,0
-91.7108,15,0
-91.7108,15.05,0
-91.7108,15.1,0
-91.7108,15.15,0
-91.7108,15.2,0
-91.7108,15.25,0
-91.7108,15.3,0
-91.7108,15.35,0
-91.7108,15.4,0
-91.7108,15.45,0.1
-91.7108,15.5,0.1
-91.7108,15.55,0
-91.7108,15.6,0
-91.7108,15.65,0.1
-91.7108,15.7,0.1
-91.7108,15.75,0.2
-91.7108,15.8,0.1
-91.7108,15.85,0.6
-91.7108,15.9,1
-91.7108,15.95,0.3
-91.7108,16,0.2
-91.7108,16.05,0.2
-91.7108,16.1,0.3
-91.7108,16.15,0.3
-91.6608,14.1,0
-91.6608,14.15,0
-91.6608,14.2,0
-91.6608,14.25,0
-91.6608,14.3,0
-91.6608,14.35,0.7
-91.6608,14.4,0.7
-91.6608,14.45,0
-91.6608,14.5,0.7
-91.6608,14.55,0.5
-91.6608,14.6,0.1
-91.6608,14.65,0.1
-91.6608,14.7,0.1
-91.6608,14.75,0.8
-91.6608,14.8,0
-91.6608,14.85,0
-91.6608,14.9,0
-91.6608,14.95,0
-91.6608,15,0
-91.6608,15.05,0
-91.6608,15.1,0
-91.6608,15.15,0
-91.6608,15.2,0
-91.6608,15.25,0
-91.6608,15.3,0
-91.6608,15.35,0
-91.6608,15.4,0
-91.6608,15.45,0.1
-91.6608,15.5,0
-91.6608,15.55,0.1
-91.6608,15.6,0.1
-91.6608,15.65,0
-91.6608,15.7,0
-91.6608,15.75,0
-91.6608,15.8,0
-91.6608,15.85,0.2
-91.6608,15.9,0.2
-91.6608,15.95,0.3
-91.6608,16,0.3
-91.6608,16.05,0.3
-91.6608,16.1,0.2
-91.6608,16.15,0.3
-91.6108,14.05,0
-91.6108,14.1,0
-91.6108,14.15,0
-91.6108,14.2,0
-91.6108,14.25,0
-91.6108,14.3,0
-91.6108,14.35,0.7
-91.6108,14.4,0.5
-91.6108,14.45,0.7
-91.6108,14.5,0.5
-91.6108,14.55,0.3
-91.6108,14.6,0.1
-91.6108,14.65,0.1
-91.6108,14.7,0.2
-91.6108,14.75,0.2
-91.6108,14.8,0
-91.6108,14.85,0
-91.6108,14.9,0
-91.6108,14.95,0
-91.6108,15,0
-91.6108,15.05,0
-91.6108,15.1,0
-91.6108,15.15,0
-91.6108,15.2,0
-91.6108,15.25,0
-91.6108,15.3,0
-91.6108,15.35,0
-91.6108,15.4,0.1
-91.6108,15.45,0.1
-91.6108,15.5,0
-91.6108,15.55,0.1
-91.6108,15.6,0
-91.6108,15.65,0
-91.6108,15.7,0
-91.6108,15.75,0
-91.6108,15.8,0
-91.6108,15.85,0.1
-91.6108,15.9,0.2
-91.6108,15.95,0.1
-91.6108,16,0.2
-91.6108,16.05,0.3
-91.6108,16.1,0.3
-91.6108,16.15,0.2
-91.5608,14.05,0
-91.5608,14.1,0
-91.5608,14.15,0
-91.5608,14.2,0
-91.5608,14.25,0
-91.5608,14.3,0
-91.5608,14.35,0.5
-91.5608,14.4,0.5
-91.5608,14.45,0.5
-91.5608,14.5,0.2
-91.5608,14.55,0.1
-91.5608,14.6,0.1
-91.5608,14.65,0.1
-91.5608,14.7,0.8
-91.5608,14.75,0.1
-91.5608,14.8,0
-91.5608,14.85,0
-91.5608,14.9,0
-91.5608,14.95,0
-91.5608,15,0
-91.5608,15.05,0
-91.5608,15.1,0
-91.5608,15.15,0
-91.5608,15.2,0
-91.5608,15.25,0
-91.5608,15.3,0.3
-91.5608,15.35,0.1
-91.5608,15.4,0.1
-91.5608,15.45,0.1
-91.5608,15.5,0.1
-91.5608,15.55,0
-91.5608,15.6,0
-91.5608,15.65,0
-91.5608,15.7,0.2
-91.5608,15.75,0.2
-91.5608,15.8,0.3
-91.5608,15.85,0.2
-91.5608,15.9,0.4
-91.5608,15.95,0.3
-91.5608,16,0.3
-91.5608,16.05,0.3
-91.5608,16.1,0.3
-91.5608,16.15,0.8
-91.5108,14,0
-91.5108,14.05,0
-91.5108,14.1,0
-91.5108,14.15,0
-91.5108,14.2,0
-91.5108,14.25,0.7
-91.5108,14.3,0.6
-91.5108,14.35,0.5
-91.5108,14.4,0.5
-91.5108,14.45,0.4
-91.5108,14.5,0
-91.5108,14.55,0
-91.5108,14.6,0
-91.5108,14.65,0
-91.5108,14.7,0
-91.5108,14.75,0
-91.5108,14.8,0
-91.5108,14.85,0
-91.5108,14.9,0
-91.5108,14.95,0
-91.5108,15,0
-91.5108,15.05,0
-91.5108,15.1,0
-91.5108,15.15,0
-91.5108,15.2,0
-91.5108,15.25,0.4
-91.5108,15.3,0.6
-91.5108,15.35,0.1
-91.5108,15.4,0.2
-91.5108,15.45,0.1
-91.5108,15.5,0.1
-91.5108,15.55,0
-91.5108,15.6,0.1
-91.5108,15.65,0.3
-91.5108,15.7,0.3
-91.5108,15.75,0.5
-91.5108,15.8,0.4
-91.5108,15.85,0.5
-91.5108,15.9,0.2
-91.5108,15.95,0.3
-91.5108,16,0.3
-91.5108,16.05,0.3
-91.5108,16.1,0.3
-91.5108,16.15,0.2
-91.4608,14,0
-91.4608,14.05,0
-91.4608,14.1,0
-91.4608,14.15,0
-91.4608,14.2,0
-91.4608,14.25,0
-91.4608,14.3,0
-91.4608,14.35,0.5
-91.4608,14.4,0.5
-91.4608,14.45,0.5
-91.4608,14.5,0
-91.4608,14.55,0
-91.4608,14.6,0
-91.4608,14.65,0.2
-91.4608,14.7,0.9
-91.4608,14.75,0
-91.4608,14.8,0
-91.4608,14.85,0
-91.4608,14.9,0
-91.4608,14.95,0
-91.4608,15,0
-91.4608,15.05,0
-91.4608,15.1,0
-91.4608,15.15,0.1
-91.4608,15.2,0.2
-91.4608,15.25,0.3
-91.4608,15.3,0.4
-91.4608,15.35,0.1
-91.4608,15.4,0.1
-91.4608,15.45,0.1
-91.4608,15.5,0.1
-91.4608,15.55,0.1
-91.4608,15.6,0.3
-91.4608,15.65,0.3
-91.4608,15.7,0.4
-91.4608,15.75,0.4
-91.4608,15.8,0.3
-91.4608,15.85,0.3
-91.4608,15.9,0.1
-91.4608,15.95,0.2
-91.4608,16,0.3
-91.4608,16.05,0.3
-91.4608,16.1,0.7
-91.4608,16.15,0.4
-91.4108,14,0
-91.4108,14.05,0
-91.4108,14.1,0
-91.4108,14.15,0
-91.4108,14.2,0
-91.4108,14.25,0
-91.4108,14.3,0
-91.4108,14.35,0.5
-91.4108,14.4,0.5
-91.4108,14.45,0.5
-91.4108,14.5,0.2
-91.4108,14.55,0.4
-91.4108,14.6,0.4
-91.4108,14.65,0.6
-91.4108,14.7,0
-91.4108,14.75,1
-91.4108,14.8,0
-91.4108,14.85,0
-91.4108,14.9,0
-91.4108,14.95,0
-91.4108,15,0
-91.4108,15.05,0
-91.4108,15.1,0.2
-91.4108,15.15,0.4
-91.4108,15.2,0.4
-91.4108,15.25,0.3
-91.4108,15.3,0.2
-91.4108,15.35,0
-91.4108,15.4,0
-91.4108,15.45,0.1
-91.4108,15.5,0
-91.4108,15.55,0
-91.4108,15.6,0.3
-91.4108,15.65,0.8
-91.4108,15.7,0.3
-91.4108,15.75,0.3
-91.4108,15.8,0.3
-91.4108,15.85,0.2
-91.4108,15.9,0.2
-91.4108,15.95,0.2
-91.4108,16,0.3
-91.4108,16.05,0.3
-91.4108,16.1,0.1
-91.4108,16.15,0.2
-91.4108,17.4,0.3
-91.3608,13.95,0.2
-91.3608,14,0
-91.3608,14.05,0
-91.3608,14.1,0
-91.3608,14.15,0
-91.3608,14.2,0
-91.3608,14.25,0
-91.3608,14.3,0
-91.3608,14.35,0.6
-91.3608,14.4,0.5
-91.3608,14.45,0.5
-91.3608,14.5,0.4
-91.3608,14.55,0.5
-91.3608,14.6,0.5
-91.3608,14.65,0.6
-91.3608,14.7,0
-91.3608,14.75,0
-91.3608,14.8,0
-91.3608,14.85,0
-91.3608,14.9,0
-91.3608,14.95,0
-91.3608,15,0.1
-91.3608,15.05,0.2
-91.3608,15.1,0.2
-91.3608,15.15,0.5
-91.3608,15.2,0.4
-91.3608,15.25,0.4
-91.3608,15.3,0.8
-91.3608,15.35,0.1
-91.3608,15.4,0.1
-91.3608,15.45,0.1
-91.3608,15.5,0
-91.3608,15.55,0
-91.3608,15.6,0.2
-91.3608,15.65,0.3
-91.3608,15.7,0.1
-91.3608,15.75,0.3
-91.3608,15.8,0.3
-91.3608,15.85,0.2
-91.3608,15.9,0.2
-91.3608,15.95,0.3
-91.3608,16,0.3
-91.3608,16.05,0.3
-91.3608,16.1,0
-91.3608,16.15,0.1
-91.3608,17.35,0.5
-91.3608,17.4,0.6
-91.3108,13.95,0.2
-91.3108,14,0
-91.3108,14.05,0
-91.3108,14.1,0
-91.3108,14.15,0
-91.3108,14.2,0
-91.3108,14.25,0.8
-91.3108,14.3,0.8
-91.3108,14.35,0.6
-91.3108,14.4,0.5
-91.3108,14.45,0.5
-91.3108,14.5,0.5
-91.3108,14.55,0.7
-91.3108,14.6,0.8
-91.3108,14.65,0
-91.3108,14.7,0
-91.3108,14.75,0
-91.3108,14.8,0
-91.3108,14.85,0
-91.3108,14.9,0
-91.3108,14.95,0
-91.3108,15,0
-91.3108,15.05,0.2
-91.3108,15.1,0.3
-91.3108,15.15,0.4
-91.3108,15.2,0.2
-91.3108,15.25,0.3
-91.3108,15.3,0.2
-91.3108,15.35,0.3
-91.3108,15.4,0.1
-91.3108,15.45,0
-91.3108,15.5,0
-91.3108,15.55,0
-91.3108,15.6,0
-91.3108,15.65,0
-91.3108,15.7,0
-91.3108,15.75,0.1
-91.3108,15.8,0.2
-91.3108,15.85,0.8
-91.3108,15.9,0.7
-91.3108,15.95,0.1
-91.3108,16,0.7
-91.3108,16.05,0.1
-91.3108,16.1,0.1
-91.3108,16.15,0.1
-91.3108,17.4,0.7
-91.2608,13.95,0.2
-91.2608,14,0
-91.2608,14.05,0
-91.2608,14.1,0
-91.2608,14.15,0
-91.2608,14.2,0
-91.2608,14.25,0.5
-91.2608,14.3,0.6
-91.2608,14.35,0.5
-91.2608,14.4,0.5
-91.2608,14.45,0.5
-91.2608,14.5,0.4
-91.2608,14.55,0.6
-91.2608,14.6,0.5
-91.2608,14.65,0.4
-91.2608,14.7,0.2
-91.2608,14.75,0.5
-91.2608,14.8,0
-91.2608,14.85,0
-91.2608,14.9,0
-91.2608,14.95,0
-91.2608,15,0
-91.2608,15.05,0.1
-91.2608,15.1,0.4
-91.2608,15.15,0.4
-91.2608,15.2,0.3
-91.2608,15.25,0.2
-91.2608,15.3,0.4
-91.2608,15.35,0.5
-91.2608,15.4,0.2
-91.2608,15.45,0
-91.2608,15.5,0.1
-91.2608,15.55,0
-91.2608,15.6,0
-91.2608,15.65,0
-91.2608,15.7,0.2
-91.2608,15.75,0.2
-91.2608,15.8,0.1
-91.2608,15.85,0.1
-91.2608,15.9,0.1
-91.2608,15.95,0.8
-91.2608,16,0.1
-91.2608,16.05,0.1
-91.2608,16.1,0.1
-91.2608,16.15,0.1
-91.2608,17.3,0.5
-91.2608,17.35,0.6
-91.2608,17.4,0.7
-91.2108,13.9,0.1
-91.2108,13.95,0.1
-91.2108,14,0
-91.2108,14.05,0
-91.2108,14.1,0
-91.2108,14.15,0
-91.2108,14.2,0
-91.2108,14.25,0.4
-91.2108,14.3,0.5
-91.2108,14.35,0.5
-91.2108,14.4,0.5
-91.2108,14.45,0.5
-91.2108,14.5,0.4
-91.2108,14.55,0.7
-91.2108,14.6,0
-91.2108,14.65,0
-91.2108,14.7,0.4
-91.2108,14.75,0.2
-91.2108,14.8,0
-91.2108,14.85,0
-91.2108,14.9,0
-91.2108,14.95,0
-91.2108,15,0
-91.2108,15.05,0.1
-91.2108,15.1,0.4
-91.2108,15.15,0.4
-91.2108,15.2,0.3
-91.2108,15.25,0.2
-91.2108,15.3,0
-91.2108,15.35,0
-91.2108,15.4,0
-91.2108,15.45,0
-91.2108,15.5,0.1
-91.2108,15.55,0.1
-91.2108,15.6,0
-91.2108,15.65,0
-91.2108,15.7,0
-91.2108,15.75,0.1
-91.2108,15.8,0
-91.2108,15.85,0.1
-91.2108,15.9,0
-91.2108,15.95,0
-91.2108,16,0
-91.2108,16.05,0
-91.2108,16.1,0.1
-91.2108,16.15,0.1
-91.2108,17.2,0.8
-91.2108,17.25,0.5
-91.2108,17.3,0.5
-91.2108,17.35,0.6
-91.2108,17.4,0.7
-91.1608,13.9,0
-91.1608,13.95,0
-91.1608,14,0
-91.1608,14.05,0
-91.1608,14.1,0
-91.1608,14.15,0
-91.1608,14.2,0
-91.1608,14.25,0.4
-91.1608,14.3,0.4
-91.1608,14.35,0.2
-91.1608,14.4,0.3
-91.1608,14.45,0.5
-91.1608,14.5,0.3
-91.1608,14.55,0.8
-91.1608,14.6,0
-91.1608,14.65,0.4
-91.1608,14.7,0.5
-91.1608,14.75,0
-91.1608,14.8,0
-91.1608,14.85,0
-91.1608,14.9,0
-91.1608,14.95,0
-91.1608,15,0
-91.1608,15.05,0
-91.1608,15.1,0
-91.1608,15.15,0.3
-91.1608,15.2,0.5
-91.1608,15.25,0.3
-91.1608,15.3,1
-91.1608,15.35,0
-91.1608,15.4,0.1
-91.1608,15.45,0.1
-91.1608,15.5,0
-91.1608,15.55,0.1
-91.1608,15.6,0
-91.1608,15.65,0
-91.1608,15.7,1
-91.1608,15.75,0
-91.1608,15.8,0.1
-91.1608,15.85,0.1
-91.1608,15.9,0
-91.1608,15.95,0
-91.1608,16,0
-91.1608,16.05,0
-91.1608,16.1,0
-91.1608,16.15,0.1
-91.1608,17.2,0.9
-91.1608,17.25,0.5
-91.1608,17.3,0.6
-91.1608,17.35,0.7
-91.1608,17.4,0.8
-91.1108,13.9,0
-91.1108,13.95,0
-91.1108,14,0
-91.1108,14.05,0
-91.1108,14.1,0
-91.1108,14.15,0
-91.1108,14.2,0.7
-91.1108,14.25,0.2
-91.1108,14.3,0.1
-91.1108,14.35,0.1
-91.1108,14.4,0.3
-91.1108,14.45,0.5
-91.1108,14.5,0.4
-91.1108,14.55,0.8
-91.1108,14.6,0.7
-91.1108,14.65,0
-91.1108,14.7,0
-91.1108,14.75,0
-91.1108,14.8,0
-91.1108,14.85,0
-91.1108,14.9,0
-91.1108,14.95,0
-91.1108,15,0
-91.1108,15.05,0
-91.1108,15.1,0
-91.1108,15.15,0.2
-91.1108,15.2,0.7
-91.1108,15.25,0.9
-91.1108,15.3,0.2
-91.1108,15.35,0
-91.1108,15.4,0.1
-91.1108,15.45,0.2
-91.1108,15.5,0.1
-91.1108,15.55,0
-91.1108,15.6,0.3
-91.1108,15.65,0.6
-91.1108,15.7,0.6
-91.1108,15.75,0
-91.1108,15.8,0
-91.1108,15.85,0
-91.1108,15.9,0
-91.1108,15.95,0
-91.1108,16,0
-91.1108,16.05,0
-91.1108,16.1,0
-91.1108,16.15,0
-91.1108,17.15,0.9
-91.1108,17.2,1
-91.1108,17.25,0.6
-91.1108,17.3,0.7
-91.1108,17.35,0.7
-91.1108,17.4,0.7
-91.0608,13.9,0.2
-91.0608,13.95,0.1
-91.0608,14,0
-91.0608,14.05,0
-91.0608,14.1,0
-91.0608,14.15,0
-91.0608,14.2,0.7
-91.0608,14.25,0.1
-91.0608,14.3,0
-91.0608,14.35,0
-91.0608,14.4,0.3
-91.0608,14.45,0.6
-91.0608,14.5,0.6
-91.0608,14.55,0
-91.0608,14.6,0.2
-91.0608,14.65,0
-91.0608,14.7,0
-91.0608,14.75,0
-91.0608,14.8,0
-91.0608,14.85,0
-91.0608,14.9,0
-91.0608,14.95,0
-91.0608,15,0
-91.0608,15.05,0
-91.0608,15.1,0
-91.0608,15.15,0.1
-91.0608,15.2,0.9
-91.0608,15.25,0.8
-91.0608,15.3,0.6
-91.0608,15.35,0
-91.0608,15.4,0.1
-91.0608,15.45,0.2
-91.0608,15.5,0.2
-91.0608,15.55,0
-91.0608,15.6,0
-91.0608,15.65,0
-91.0608,15.7,0
-91.0608,15.75,0.2
-91.0608,15.8,0
-91.0608,15.85,0
-91.0608,15.9,0
-91.0608,15.95,0
-91.0608,16,0
-91.0608,16.05,0
-91.0608,16.1,0
-91.0608,16.15,0
-91.0608,17.1,0.7
-91.0608,17.15,0.6
-91.0608,17.2,0.9
-91.0608,17.25,0.7
-91.0608,17.3,0.7
-91.0608,17.35,0.7
-91.0608,17.4,0.7
-91.0108,13.9,0.1
-91.0108,13.95,0
-91.0108,14,0
-91.0108,14.05,0
-91.0108,14.1,0
-91.0108,14.15,0
-91.0108,14.2,0.7
-91.0108,14.25,0.3
-91.0108,14.3,0
-91.0108,14.35,0.1
-91.0108,14.4,0.3
-91.0108,14.45,0.6
-91.0108,14.5,0
-91.0108,14.55,0.1
-91.0108,14.6,0
-91.0108,14.65,0
-91.0108,14.7,0
-91.0108,14.75,0
-91.0108,14.8,0
-91.0108,14.85,0
-91.0108,14.9,0
-91.0108,14.95,0
-91.0108,15,0
-91.0108,15.05,0.1
-91.0108,15.1,0.2
-91.0108,15.15,0.1
-91.0108,15.2,0.8
-91.0108,15.25,0.8
-91.0108,15.3,0.2
-91.0108,15.35,0.1
-91.0108,15.4,0
-91.0108,15.45,0.1
-91.0108,15.5,0.2
