lon,lat,RR
-89.7108,15.5,0
-89.7108,15.55,0.7
-89.7108,15.6,1
-89.7108,15.65,1
-89.7108,15.7,1
-89.7108,15.75,0
-89.7108,15.8,0
-89.7108,15.85,0
-89.7108,15.9,0
-89.7108,15.95,0
-89.7108,16,0
-89.7108,16.05,0
-89.7108,16.1,0
-89.7108,16.15,0
-89.7108,16.2,0.1
-89.7108,16.25,1
-89.7108,16.3,1
-89.7108,16.35,1
-89.7108,16.4,1
-89.7108,16.45,1
-89.7108,16.5,1
-89.7108,16.55,1
-89.7108,16.6,1
-89.7108,16.65,1
-89.7108,16.7,1
-89.7108,16.75,0.4
-89.7108,16.8,0.5
-89.7108,16.85,0.6
-89.7108,16.9,0.6
-89.7108,16.95,0.6
-89.7108,17,0.8
-89.7108,17.05,0.8
-89.7108,17.1,0.8
-89.7108,17.15,0.8
-89.7108,17.2,0.8
-89.7108,17.25,0.9
-89.7108,17.3,0.9
-89.7108,17.35,0.9
-89.7108,17.4,0.9
-89.7108,17.45,0.9
-89.7108,17.5,0.9
-89.7108,17.55,0.2
-89.7108,17.6,0.3
-89.7108,17.65,0.2
-89.7108,17.7,0.3
-89.7108,17.75,0.3
-89.7108,17.8,0.2
-89.7108,17.85,0.4
-89.6608,14.2,0
-89.6608,14.25,0
-89.6608,14.3,0.1
-89.6608,14.35,0.1
-89.6608,14.4,0
-89.6608,14.45,0
-89.6608,14.5,0
-89.6608,14.55,0.1
-89.6608,14.6,0.3
-89.6608,14.65,0.4
-89.6608,14.7,0.2
-89.6608,14.75,0
-89.6608,14.8,0
-89.6608,14.85,0.9
-89.6608,14.9,1
-89.6608,14.95,0
-89.6608,15,0
-89.6608,15.05,0
-89.6608,15.1,0.1
-89.6608,15.15,0
-89.6608,15.2,0.1
-89.6608,15.25,0.7
-89.6608,15.3,0.1
-89.6608,15.35,0
-89.6608,15.4,0
-89.6608,15.45,0
-89.6608,15.5,1
-89.6608,15.55,0.7
-89.6608,15.6,1
-89.6608,15.65,0
-89.6608,15.7,1
-89.6608,15.75,0
-89.6608,15.8,0
-89.6608,15.85,0
-89.6608,15.9,0
-89.6608,15.95,0
-89.6608,16,0
-89.6608,16.05,0
-89.6608,16.1,0
-89.6608,16.15,0
-89.6608,16.2,0
-89.6608,16.25,1
-89.6608,16.3,1
-89.6608,16.35,1
-89.6608,16.4,1
-89.6608,16.45,1
-89.6608,16.5,1
-89.6608,16.55,1
-89.6608,16.6,0.1
-89.6608,16.65,0.2
-89.6608,16.7,0.3
-89.6608,16.75,0.4
-89.6608,16.8,0.5
-89.6608,16.85,0.6
-89.6608,16.9,0.6
-89.6608,16.95,0.5
-89.6608,17,0.8
-89.6608,17.05,0.8
-89.6608,17.1,0.8
-89.6608,17.15,0.8
-89.6608,17.2,0.8
-89.6608,17.25,0.9
-89.6608,17.3,0.9
-89.6608,17.35,0.9
-89.6608,17.4,0.9
-89.6608,17.45,0.9
-89.6608,17.5,0.9
-89.6608,17.55,0.3
-89.6608,17.6,0.2
-89.6608,17.65,0.3
-89.6608,17.7,0.3
-89.6608,17.75,0.3
-89.6608,17.8,0.2
-89.6608,17.85,0.3
-89.6108,14.2,0
-89.6108,14.25,0
-89.6108,14.3,0
-89.6108,14.35,0
-89.6108,14.4,0
-89.6108,14.45,0
-89.6108,14.5,0
-89.6108,14.55,0.2
-89.6108,14.6,0.1
-89.6108,14.65,0.4
-89.6108,14.7,0
-89.6108,14.75,0
-89.6108,14.8,0
-89.6108,14.85,0.2
-89.6108,14.9,0.8
-89.6108,14.95,0
-89.6108,15,0
-89.6108,15.05,0.8
-89.6108,15.1,0
-89.6108,15.15,0
-89.6108,15.2,0.1
-89.6108,15.25,0
-89.6108,15.3,0
-89.6108,15.35,0
-89.6108,15.4,0
-89.6108,15.45,0
-89.6108,15.5,0
-89.6108,15.55,0
-89.6108,15.6,0
-89.6108,15.65,0
-89.6108,15.7,0
-89.6108,15.75,0
-89.6108,15.8,0
-89.6108,15.85,0
-89.6108,15.9,0
-89.6108,15.95,0
-89.6108,16,0
-89.6108,16.05,0
-89.6108,16.1,0
-89.6108,16.15,0
-89.6108,16.2,0.1
-89.6108,16.25,1
-89.6108,16.3,1
-89.6108,16.35,1
-89.6108,16.4,1
-89.6108,16.45,1
-89.6108,16.5,1
-89.6108,16.55,1
-89.6108,16.6,1
-89.6108,16.65,0.1
-89.6108,16.7,0.1
-89.6108,16.75,0.4
-89.6108,16.8,0.4
-89.6108,16.85,0.5
-89.6108,16.9,0.6
-89.6108,16.95,0.6
-89.6108,17,0.8
-89.6108,17.05,0.8
-89.6108,17.1,0.9
-89.6108,17.15,0.9
-89.6108,17.2,0.9
-89.6108,17.25,0.9
-89.6108,17.3,0.9
-89.6108,17.35,0.9
-89.6108,17.4,0.9
-89.6108,17.45,0.9
-89.6108,17.5,0.9
-89.6108,17.55,0.2
-89.6108,17.6,0.2
-89.6108,17.65,0.2
-89.6108,17.7,0.3
-89.6108,17.75,0.3
-89.6108,17.8,0.2
-89.6108,17.85,0.3
-89.5608,14.2,0
-89.5608,14.25,0
-89.5608,14.3,0
-89.5608,14.35,0
-89.5608,14.4,0
-89.5608,14.45,0
-89.5608,14.5,0
-89.5608,14.55,0
-89.5608,14.6,0
-89.5608,14.65,0
-89.5608,14.7,0
-89.5608,14.75,0.1
-89.5608,14.8,0
-89.5608,14.85,0.2
-89.5608,14.9,0.7
-89.5608,14.95,0
-89.5608,15,0.8
-89.5608,15.05,0.4
-89.5608,15.1,0
-89.5608,15.15,0.9
-89.5608,15.2,0.1
-89.5608,15.25,0.1
-89.5608,15.3,0
-89.5608,15.35,0
-89.5608,15.4,0
-89.5608,15.45,0
-89.5608,15.5,0
-89.5608,15.55,0
-89.5608,15.6,0
-89.5608,15.65,0
-89.5608,15.7,0
-89.5608,15.75,0
-89.5608,15.8,0
-89.5608,15.85,0
-89.5608,15.9,0
-89.5608,15.95,0
-89.5608,16,0
-89.5608,16.05,0
-89.5608,16.1,0
-89.5608,16.15,0
-89.5608,16.2,0
-89.5608,16.25,1
-89.5608,16.3,1
-89.5608,16.35,1
-89.5608,16.4,1
-89.5608,16.45,0.9
-89.5608,16.5,1
-89.5608,16.55,0
-89.5608,16.6,0.1
-89.5608,16.65,0.1
-89.5608,16.7,0.2
-89.5608,16.75,0.3
-89.5608,16.8,0.5
-89.5608,16.85,0.6
-89.5608,16.9,0.6
-89.5608,16.95,0.5
-89.5608,17,0.6
-89.5608,17.05,0.8
-89.5608,17.1,0.9
-89.5608,17.15,0.8
-89.5608,17.2,0.8
-89.5608,17.25,0.9
-89.5608,17.3,0.9
-89.5608,17.35,0.9
-89.5608,17.4,0.9
-89.5608,17.45,0.9
-89.5608,17.5,0.9
-89.5608,17.55,0.9
-89.5608,17.6,0.2
-89.5608,17.65,0.3
-89.5608,17.7,0.3
-89.5608,17.75,0.1
-89.5608,17.8,0.2
-89.5608,17.85,0.3
-89.5108,14.45,0
-89.5108,14.5,0
-89.5108,14.55,0
-89.5108,14.6,0.1
-89.5108,14.65,0
-89.5108,14.7,0
-89.5108,14.75,0
-89.5108,14.8,0.2
-89.5108,14.85,0.2
-89.5108,14.9,0.2
-89.5108,14.95,0.3
-89.5108,15,0.3
-89.5108,15.05,0
-89.5108,15.1,0.1
-89.5108,15.15,0.2
-89.5108,15.2,0.8
-89.5108,15.25,0
-89.5108,15.3,0.4
-89.5108,15.35,0.2
-89.5108,15.4,0
-89.5108,15.45,0
-89.5108,15.5,0
-89.5108,15.55,0.1
-89.5108,15.6,0.1
-89.5108,15.65,0
-89.5108,15.7,0
-89.5108,15.75,0
-89.5108,15.8,0
-89.5108,15.85,0
-89.5108,15.9,0
-89.5108,15.95,0
-89.5108,16,0
-89.5108,16.05,0
-89.5108,16.1,0
-89.5108,16.15,0
-89.5108,16.2,0
-89.5108,16.25,0.1
-89.5108,16.3,0.1
-89.5108,16.35,0.1
-89.5108,16.4,0
-89.5108,16.45,0
-89.5108,16.5,0.2
-89.5108,16.55,0.1
-89.5108,16.6,0.3
-89.5108,16.65,0.3
-89.5108,16.7,0.4
-89.5108,16.75,0.6
-89.5108,16.8,0.5
-89.5108,16.85,0.5
-89.5108,16.9,0.5
-89.5108,16.95,0.7
-89.5108,17,0.8
-89.5108,17.05,0.9
-89.5108,17.1,0.8
-89.5108,17.15,0.8
-89.5108,17.2,0.8
-89.5108,17.25,0.9
-89.5108,17.3,0.9
-89.5108,17.35,0.9
-89.5108,17.4,0.9
-89.5108,17.45,1
-89.5108,17.5,0.2
-89.5108,17.55,0.2
-89.5108,17.6,0.3
-89.5108,17.65,0.3
-89.5108,17.7,0.4
-89.5108,17.75,0.5
-89.5108,17.8,0.4
-89.5108,17.85,0.4
-89.4608,14.45,0
-89.4608,14.5,0
-89.4608,14.55,0
-89.4608,14.6,0.1
-89.4608,14.65,0
-89.4608,14.7,0
-89.4608,14.75,0.1
-89.4608,14.8,0.1
-89.4608,14.85,0.2
-89.4608,14.9,0.1
-89.4608,14.95,0.1
-89.4608,15,0
-89.4608,15.05,0.3
-89.4608,15.1,0.2
-89.4608,15.15,0.4
-89.4608,15.2,0.5
-89.4608,15.25,0.9
-89.4608,15.3,0.4
-89.4608,15.35,0.4
-89.4608,15.4,0.3
-89.4608,15.45,0.1
-89.4608,15.5,0.1
-89.4608,15.55,0.1
-89.4608,15.6,0.1
-89.4608,15.65,0
-89.4608,15.7,0.1
-89.4608,15.75,0
-89.4608,15.8,0
-89.4608,15.85,0
-89.4608,15.9,0
-89.4608,15.95,0
-89.4608,16,0
-89.4608,16.05,0
-89.4608,16.1,0
-89.4608,16.15,0
-89.4608,16.2,0
-89.4608,16.25,0.2
-89.4608,16.3,0.3
-89.4608,16.35,0.2
-89.4608,16.4,0.1
-89.4608,16.45,0.1
-89.4608,16.5,0.2
-89.4608,16.55,0.2
-89.4608,16.6,0.3
-89.4608,16.65,0.3
-89.4608,16.7,0.3
-89.4608,16.75,0.5
-89.4608,16.8,0.5
-89.4608,16.85,0.5
-89.4608,16.9,0.5
-89.4608,16.95,0.7
-89.4608,17,0.8
-89.4608,17.05,0.9
-89.4608,17.1,0.8
-89.4608,17.15,0.9
-89.4608,17.2,0.8
-89.4608,17.25,1
-89.4608,17.3,0.9
-89.4608,17.35,0.9
-89.4608,17.4,0.9
-89.4608,17.45,1
-89.4608,17.5,0.2
-89.4608,17.55,0.1
-89.4608,17.6,0.4
-89.4608,17.65,0.3
-89.4608,17.7,0.5
-89.4608,17.75,0.5
-89.4608,17.8,0.5
-89.4608,17.85,0.5
-89.4108,14.45,0
-89.4108,14.5,0.1
-89.4108,14.55,0
-89.4108,14.6,0.1
-89.4108,14.65,0
-89.4108,14.7,0
-89.4108,14.75,0.1
-89.4108,14.8,0.1
-89.4108,14.85,0.1
-89.4108,14.9,0.1
-89.4108,14.95,0.1
-89.4108,15,0.3
-89.4108,15.05,0.3
-89.4108,15.1,0.3
-89.4108,15.15,0.4
-89.4108,15.2,0.4
-89.4108,15.25,0.7
-89.4108,15.3,0.4
-89.4108,15.35,0.4
-89.4108,15.4,0.4
-89.4108,15.45,0.3
-89.4108,15.5,0.1
-89.4108,15.55,0.1
-89.4108,15.6,0.1
-89.4108,15.65,0.1
-89.4108,15.7,0.1
-89.4108,15.75,0
-89.4108,15.8,0
-89.4108,15.85,0
-89.4108,15.9,0
-89.4108,15.95,0
-89.4108,16,0
-89.4108,16.05,0
-89.4108,16.1,0
-89.4108,16.15,0
-89.4108,16.2,0
-89.4108,16.25,0
-89.4108,16.3,0.2
-89.4108,16.35,0.2
-89.4108,16.4,0.1
-89.4108,16.45,0.2
-89.4108,16.5,0.3
-89.4108,16.55,0.1
-89.4108,16.6,0.1
-89.4108,16.65,0.1
-89.4108,16.7,0.1
-89.4108,16.75,0.5
-89.4108,16.8,0.5
-89.4108,16.85,0.4
-89.4108,16.9,0.5
-89.4108,16.95,0.7
-89.4108,17,0.9
-89.4108,17.05,0.9
-89.4108,17.1,0.9
-89.4108,17.15,0.9
-89.4108,17.2,0.9
-89.4108,17.25,1
-89.4108,17.3,1
-89.4108,17.35,0.9
-89.4108,17.4,0.9
-89.4108,17.45,0.9
-89.4108,17.5,1
-89.4108,17.55,0.3
-89.4108,17.6,0.5
-89.4108,17.65,0.4
-89.4108,17.7,0.5
-89.4108,17.75,0.9
-89.4108,17.8,0.5
-89.4108,17.85,0.5
-89.3608,14.5,0
-89.3608,14.55,0.6
-89.3608,14.6,0
-89.3608,14.65,0.7
-89.3608,14.7,0.2
-89.3608,14.75,0.3
-89.3608,14.8,0.1
-89.3608,14.85,0.3
-89.3608,14.9,0
-89.3608,14.95,0.1
-89.3608,15,0.3
-89.3608,15.05,1
-89.3608,15.1,1
-89.3608,15.15,1
-89.3608,15.2,0.9
-89.3608,15.25,0.6
-89.3608,15.3,0.6
-89.3608,15.35,0.4
-89.3608,15.4,0.3
-89.3608,15.45,0.3
-89.3608,15.5,0.1
-89.3608,15.6,0.1
-89.3608,15.65,0.1
-89.3608,15.7,0.1
-89.3608,15.75,0
-89.3608,15.8,0
-89.3608,15.85,0
-89.3608,15.9,0
-89.3608,15.95,0
-89.3608,16,0
-89.3608,16.05,0
-89.3608,16.1,0
-89.3608,16.15,1
-89.3608,16.2,0
-89.3608,16.25,0
-89.3608,16.3,0.1
-89.3608,16.35,0.1
-89.3608,16.4,0.1
-89.3608,16.45,0.1
-89.3608,16.5,0.1
-89.3608,16.55,0.2
-89.3608,16.6,0.1
-89.3608,16.65,0.1
-89.3608,16.7,0.2
-89.3608,16.75,0.5
-89.3608,16.8,0.4
-89.3608,16.85,0.4
-89.3608,16.9,0.6
-89.3608,16.95,0.7
-89.3608,17,0.9
-89.3608,17.05,0.9
-89.3608,17.1,0.9
-89.3608,17.15,0.9
-89.3608,17.2,0.9
-89.3608,17.25,0.9
-89.3608,17.3,1
-89.3608,17.35,1
-89.3608,17.4,1
-89.3608,17.45,1
-89.3608,17.5,1
-89.3608,17.55,1
-89.3608,17.6,0.4
-89.3608,17.65,0.3
-89.3608,17.7,0.4
-89.3608,17.75,1
-89.3608,17.8,0.5
-89.3608,17.85,0.5
-89.3108,14.5,0
-89.3108,14.55,0.2
-89.3108,14.6,0
-89.3108,14.65,0.3
-89.3108,14.7,0.5
-89.3108,14.75,0.1
-89.3108,14.8,0.6
-89.3108,14.85,0
-89.3108,14.9,0
-89.3108,14.95,0.6
-89.3108,15,1
-89.3108,15.05,1
-89.3108,15.1,1
-89.3108,15.15,1
-89.3108,15.2,1
-89.3108,15.25,0.5
-89.3108,15.3,0.5
-89.3108,15.35,0.3
-89.3108,15.4,0.3
-89.3108,15.5,0.1
-89.3108,15.6,0.1
-89.3108,15.65,0.1
-89.3108,15.7,0.1
-89.3108,15.75,0
-89.3108,15.8,0
-89.3108,15.85,0
-89.3108,15.9,0
-89.3108,15.95,0
-89.3108,16,1
-89.3108,16.05,1
-89.3108,16.1,0
-89.3108,16.15,1
-89.3108,16.2,1
-89.3108,16.25,0
-89.3108,16.3,0
-89.3108,16.35,0.1
-89.3108,16.4,0.1
-89.3108,16.45,0.1
-89.3108,16.5,0.1
-89.3108,16.55,0.3
-89.3108,16.6,0.2
-89.3108,16.65,0.1
-89.3108,16.7,0.2
-89.3108,16.75,0.5
-89.3108,16.8,0.4
-89.3108,16.85,0.3
-89.3108,16.9,0.5
-89.3108,16.95,0.7
-89.3108,17,0.9
-89.3108,17.05,0.9
-89.3108,17.1,0.9
-89.3108,17.15,0.9
-89.3108,17.2,0.9
-89.3108,17.25,1
-89.3108,17.3,1
-89.3108,17.35,1
-89.3108,17.4,0.9
-89.3108,17.45,1
-89.3108,17.5,1
-89.3108,17.55,1
-89.3108,17.6,1
-89.3108,17.65,0.3
-89.3108,17.7,0.4
-89.3108,17.75,1
-89.3108,17.8,0.5
-89.3108,17.85,0.5
-89.2608,14.55,0
-89.2608,14.6,0
-89.2608,14.65,0
-89.2608,14.7,0.1
-89.2608,14.75,0.1
-89.2608,14.8,0
-89.2608,14.85,0.5
-89.2608,14.9,0.1
-89.2608,14.95,0.7
-89.2608,15,0.9
-89.2608,15.05,1
-89.2608,15.1,1
-89.2608,15.15,1
-89.2608,15.2,0.9
-89.2608,15.25,0.7
-89.2608,15.3,0.6
-89.2608,15.35,0.4
-89.2608,15.4,0.3
-89.2608,15.6,0.1
-89.2608,15.65,0.1
-89.2608,15.7,0.1
-89.2608,15.75,0
-89.2608,15.8,0
-89.2608,15.85,0
-89.2608,15.9,0
-89.2608,15.95,0
-89.2608,16,0
-89.2608,16.05,0
-89.2608,16.1,0
-89.2608,16.15,0
-89.2608,16.2,0
-89.2608,16.25,0
-89.2608,16.3,0
-89.2608,16.35,0.1
-89.2608,16.4,0.1
-89.2608,16.45,0.1
-89.2608,16.5,0.2
-89.2608,16.55,0.2
-89.2608,16.6,0.3
-89.2608,16.65,0.2
-89.2608,16.7,0.3
-89.2608,16.75,0.4
-89.2608,16.8,0.3
-89.2608,16.85,0.3
-89.2608,16.9,0.3
-89.2608,16.95,0.5
-89.2608,17,0.6
-89.2608,17.05,0.8
-89.2608,17.1,0.8
-89.2608,17.15,0.7
-89.2608,17.2,0.7
-89.2608,17.25,0.9
-89.2608,17.3,0.9
-89.2608,17.35,0.9
-89.2608,17.4,0.9
-89.2608,17.45,0.8
-89.2608,17.5,1
-89.2608,17.55,1
-89.2608,17.6,1
-89.2608,17.65,1
-89.2608,17.7,0.4
-89.2608,17.75,1
-89.2608,17.8,1
-89.2608,17.85,1
-89.2108,14.6,0
-89.2108,14.65,0
-89.2108,14.7,0
-89.2108,14.75,0
-89.2108,14.8,0.1
-89.2108,14.85,0.1
-89.2108,14.9,0.1
-89.2108,14.95,0.2
-89.2108,15,1
-89.2108,15.05,1
-89.2108,15.1,1
-89.2108,15.15,1
-89.2108,15.2,1
-89.2108,15.25,0.6
-89.2108,15.3,0.6
-89.2108,15.35,0.3
-89.2108,15.4,0.3
-89.2108,15.45,0.3
-89.2108,15.65,0.1
-89.2108,15.7,0.1
-89.2108,15.75,0
-89.2108,15.8,0
-89.2108,15.85,0
-89.2108,15.9,0
-89.2108,15.95,0
-89.2108,16,0
-89.2108,16.05,0
-89.2108,16.1,0
-89.2108,16.15,0
-89.2108,16.2,0
-89.2108,16.25,0
-89.2108,16.3,0
-89.2108,16.35,0.1
-89.2108,16.4,0.1
-89.2108,16.45,0.1
-89.2108,16.5,0.2
-89.2108,16.55,0.2
-89.2108,16.6,0.3
-89.2108,16.65,0.2
-89.2108,16.7,0.3
-89.2108,16.75,0.3
-89.2108,16.8,0.4
-89.2108,16.85,0.4
-89.2108,16.9,0.4
-89.2108,16.95,0.6
-89.2108,17,0.7
-89.2108,17.05,0.7
-89.2108,17.1,0.8
-89.2108,17.15,0.8
-89.2108,17.2,0.8
-89.2108,17.25,1
-89.2108,17.3,0.9
-89.2108,17.35,0.8
-89.2108,17.4,0.9
-89.2108,17.45,1
-89.2108,17.5,1
-89.2108,17.55,1
-89.2108,17.6,1
-89.2108,17.65,1
-89.2108,17.7,0.4
-89.2108,17.75,1
-89.2108,17.8,1
-89.2108,17.85,1
-89.1608,14.6,0
-89.1608,14.65,0
-89.1608,14.7,0
-89.1608,14.75,0.1
-89.1608,14.8,0.1
-89.1608,14.95,0.2
-89.1608,15,0.9
-89.1608,15.05,0.9
-89.1608,15.1,0.9
-89.1608,15.15,1
-89.1608,15.2,0.9
-89.1608,15.25,0.5
-89.1608,15.3,0.7
-89.1608,15.35,0.4
-89.1608,15.4,0.3
-89.1608,15.45,0.3
-89.1608,15.7,0.1
-89.1608,15.75,0
-89.1608,15.8,0
-89.1608,15.85,0
-89.1608,15.9,0
-89.1608,15.95,0
-89.1608,16.8,0.4
-89.1608,16.85,0.3
-89.1608,16.9,0.4
-89.1608,16.95,0.5
-89.1608,17,0.8
-89.1608,17.05,0.9
-89.1608,17.1,0.9
-89.1608,17.15,0.9
-89.1608,17.2,0.9
-89.1608,17.25,1
-89.1608,17.3,1
-89.1608,17.35,0.9
-89.1608,17.4,0.9
-89.1608,17.45,1
-89.1608,17.5,1
-89.1608,17.55,1
-89.1608,17.6,1
-89.1608,17.65,1
-89.1608,17.7,1
-89.1608,17.75,0.9
-89.1608,17.8,1
-89.1608,17.85,0.8
-89.1108,15.15,1
-89.1108,15.2,1
-89.1108,15.25,0.6
-89.1108,15.3,0.7
-89.1108,15.35,0.5
-89.1108,15.4,1
-89.1108,15.45,1
-89.1108,15.65,1
-89.1108,15.7,1
-89.1108,15.75,1
-89.1108,15.8,0
-89.1108,15.85,1
-89.1108,15.9,1
-89.1108,15.95,1
-89.0608,15.15,1
-89.0608,15.2,1
-89.0608,15.25,0.6
-89.0608,15.3,0.4
-89.0608,15.35,0.5
-89.0608,15.4,0.4
-89.0608,15.45,1
-89.0608,15.7,1
-89.0608,15.75,1
-89.0608,15.8,1
-89.0608,15.85,1
-89.0608,15.9,1
-89.0608,15.95,1
-89.0608,16,1
-89.0108,15.2,1
-89.0108,15.25,0.7
-89.0108,15.3,0.5
-89.0108,15.35,0.6
-89.0108,15.4,0.5
-89.0108,15.45,0.5
-89.0108,15.5,1
-89.0108,15.7,1
-89.0108,15.75,1
-89.0108,15.8,1
-89.0108,15.85,1
-89.0108,15.9,0.9
-89.0108,15.95,0.9
-89.0108,16,1
-88.9608,15.2,1
-88.9608,15.25,0.9
-88.9608,15.3,0.4
-88.9608,15.35,0.5
-88.9608,15.4,0.5
-88.9608,15.45,0.5
-88.9608,15.5,1
-88.9608,15.55,1
-88.9608,15.8,0.9
-88.9608,15.85,0.9
-88.9608,15.9,0.9
-88.9608,15.95,0.9
-88.9108,15.25,1
-88.9108,15.3,0.7
-88.9108,15.35,0.6
-88.9108,15.4,0.5
-88.9108,15.45,0.5
-88.9108,15.5,1
-88.9108,15.55,1
-88.9108,15.6,0.9
-88.9108,15.65,1
-88.9108,15.7,0.9
-88.9108,15.75,0.9
-88.9108,15.85,0.9
-88.9108,15.9,0
-88.9108,15.95,1
-88.8608,15.3,0.7
-88.8608,15.35,0.7
-88.8608,15.4,0.5
-88.8608,15.45,0.5
-88.8608,15.5,0.1
-88.8608,15.55,0.1
-88.8608,15.6,1
-88.8608,15.65,0.1
-88.8608,15.7,0.9
-88.8608,15.75,0.9
-88.8608,15.85,0.9
-88.8608,15.9,0
-88.8608,15.95,0
-88.8108,15.3,0.4
-88.8108,15.35,0.8
-88.8108,15.4,0.7
-88.8108,15.45,0.6
-88.8108,15.5,0.1
-88.8108,15.55,0.1
-88.8108,15.6,0.1
-88.8108,15.65,0.1
-88.8108,15.7,0.9
-88.8108,15.75,0.9
-88.8108,15.8,0.9
-88.8108,15.9,0
-88.8108,15.95,0
-88.7608,15.35,0.9
-88.7608,15.4,0.8
-88.7608,15.45,0.7
-88.7608,15.5,0
-88.7608,15.55,0
-88.7608,15.6,0
-88.7608,15.65,0
-88.7608,15.7,0.9
-88.7608,15.75,0.5
-88.7608,15.8,0.9
-88.7608,15.85,0
-88.7608,15.9,0
-88.7608,15.95,0
-88.7108,15.4,0.8
-88.7108,15.45,0.6
-88.7108,15.5,0.1
-88.7108,15.55,0
-88.7108,15.6,0
-88.7108,15.65,0.9
-88.7108,15.7,0.9
-88.7108,15.75,0.3
-88.7108,15.8,0
-88.7108,15.85,0
-88.7108,15.9,0.2
-88.6608,15.4,0.9
-88.6608,15.45,0.6
-88.6608,15.5,0.1
-88.6608,15.55,0
-88.6608,15.6,0.9
-88.6608,15.65,0.9
-88.6608,15.7,0.9
-88.6608,15.75,0.8
-88.6608,15.8,0.6
-88.6608,15.85,0.2
-88.6108,15.45,0.8
-88.6108,15.5,0.1
-88.6108,15.55,0
-88.6108,15.6,0.9
-88.6108,15.65,0.9
-88.6108,15.7,0.9
-88.6108,15.75,0.9
-88.6108,15.8,1
-88.6108,15.85,0.9
-88.5608,15.5,0.1
-88.5608,15.55,0
-88.5608,15.6,0.9
-88.5608,15.65,0.9
-88.5608,15.7,0.9
-88.5608,15.75,1
-88.5608,16.05,0
-88.5108,15.55,0.1
-88.5108,15.6,0.1
-88.5108,15.65,0.9
-88.5108,15.7,0.9
-88.5108,15.75,1
-88.5108,15.8,1
-88.5108,15.85,0.9
-88.4608,15.6,0.1
-88.4608,15.65,0.1
-88.4608,15.7,0.9
-88.4608,15.75,0.1
-88.4608,15.8,0.1
-88.4608,15.85,0.1
-88.4608,15.9,0
-88.4108,15.65,0.2
-88.4108,15.7,0.1
-88.4108,15.75,0.1
-88.4108,15.8,0.1
-88.4108,15.85,0
-88.4108,15.9,0
-88.4108,15.95,0
-88.3608,15.65,0.2
-88.3608,15.7,0.2
-88.3608,15.75,0.1
-88.3608,15.8,0.1
-88.3608,15.85,0
-88.3608,15.9,0
-88.3108,15.7,0.3
-88.3108,15.75,0.4
-88.3108,15.8,0
-88.3108,15.85,0
-88.3108,15.9,0
-88.2608,15.8,0
-88.2608,15.85,0
-88.2108,15.8,0
